Datetime,Close,High,Low,Open,Volume
2025-05-13 14:13:00+00:00,18928.470703125,18928.470703125,18920.74609375,18920.984375,24712000
2025-05-13 14:14:00+00:00,18947.87109375,18949.314453125,18931.404296875,18931.404296875,23761000
2025-05-13 14:15:00+00:00,18947.4765625,18948.884765625,18944.05078125,18945.912109375,23618000
2025-05-13 14:16:00+00:00,18954.47265625,18954.47265625,18943.591796875,18947.451171875,24563000
2025-05-13 14:17:00+00:00,18979.162109375,18979.162109375,18957.47265625,18957.47265625,28879000
2025-05-13 14:18:00+00:00,18975.0234375,18978.279296875,18972.591796875,18975.45703125,27042000
2025-05-13 14:19:00+00:00,18962.896484375,18976.61328125,18961.212890625,18976.61328125,26753000
2025-05-13 14:20:00+00:00,18953.427734375,18960.326171875,18953.427734375,18958.845703125,22734000
2025-05-13 14:21:00+00:00,18948.26953125,18952.755859375,18947.244140625,18951.052734375,23275000
2025-05-13 14:22:00+00:00,18950.736328125,18955.966796875,18948.630859375,18948.779296875,24987000
2025-05-13 14:23:00+00:00,18952.353515625,18956.12890625,18949.720703125,18950.755859375,27463000
2025-05-13 14:24:00+00:00,18955.904296875,18957.55078125,18951.546875,18951.927734375,24662000
2025-05-13 14:25:00+00:00,18969.375,18969.375,18953.5546875,18958.166015625,22847000
2025-05-13 14:26:00+00:00,18968.58203125,18975.423828125,18968.58203125,18970.271484375,25265000
2025-05-13 14:27:00+00:00,18968.134765625,18968.47265625,18964.048828125,18968.29296875,22455000
2025-05-13 14:28:00+00:00,18960.25390625,18971.814453125,18960.25390625,18967.52734375,21099000
2025-05-13 14:29:00+00:00,18954.869140625,18962.74609375,18954.79296875,18962.74609375,27988000
2025-05-13 14:30:00+00:00,18952.431640625,18954.513671875,18939.384765625,18954.513671875,26462000
2025-05-13 14:31:00+00:00,18954.779296875,18954.779296875,18948.666015625,18951.615234375,25163000
2025-05-13 14:32:00+00:00,18958.064453125,18966.693359375,18958.064453125,18958.869140625,27195000
2025-05-13 14:33:00+00:00,18959.2421875,18959.701171875,18955.552734375,18958.857421875,24080000
2025-05-13 14:34:00+00:00,18960.47265625,18963.345703125,18957.771484375,18960.060546875,18888000
2025-05-13 14:35:00+00:00,18966.78125,18969.068359375,18961.04296875,18961.04296875,19694000
2025-05-13 14:36:00+00:00,18968.435546875,18969.966796875,18963.505859375,18967.154296875,20654000
2025-05-13 14:37:00+00:00,18969.58984375,18969.58984375,18966.51953125,18968.107421875,19457000
2025-05-13 14:38:00+00:00,18966.505859375,18968.8671875,18964.26953125,18968.859375,20599000
2025-05-13 14:39:00+00:00,18963.48046875,18966.6015625,18963.48046875,18965.4296875,20010000
2025-05-13 14:40:00+00:00,18963.814453125,18967.576171875,18963.814453125,18964.001953125,20485000
2025-05-13 14:41:00+00:00,18950.416015625,18960.619140625,18948.404296875,18960.619140625,20818000
2025-05-13 14:42:00+00:00,18943.029296875,18949.60546875,18939.876953125,18949.60546875,20373000
2025-05-13 14:43:00+00:00,18935.931640625,18943.314453125,18931.15234375,18943.314453125,20513000
2025-05-13 14:44:00+00:00,18932.265625,18939.130859375,18932.265625,18938.900390625,20944000
2025-05-13 14:45:00+00:00,18944.7109375,18944.7109375,18928.01171875,18933.150390625,20929000
2025-05-13 14:46:00+00:00,18944.873046875,18951.974609375,18942.77734375,18950.806640625,25945000
2025-05-13 14:47:00+00:00,18936.763671875,18943.3125,18936.189453125,18943.3125,20897000
2025-05-13 14:48:00+00:00,18936.275390625,18939.796875,18933.3984375,18936.953125,19773000
2025-05-13 14:49:00+00:00,18945.458984375,18945.458984375,18935.177734375,18935.521484375,19199000
2025-05-13 14:50:00+00:00,18963.39453125,18963.39453125,18945.607421875,18945.607421875,22487000
2025-05-13 14:51:00+00:00,18965.642578125,18965.716796875,18960.5390625,18964.21875,22290000
2025-05-13 14:52:00+00:00,18965.70703125,18966.630859375,18963.984375,18964.93359375,20908000
2025-05-13 14:53:00+00:00,18981.25,18981.25,18964.4296875,18964.4296875,19671000
2025-05-13 14:54:00+00:00,18976.37109375,18980.716796875,18974.095703125,18980.716796875,19299000
2025-05-13 14:55:00+00:00,18987.89453125,18987.89453125,18974.63671875,18974.63671875,16947000
2025-05-13 14:56:00+00:00,18980.6875,18989.5859375,18980.6875,18989.5859375,22274000
2025-05-13 14:57:00+00:00,18984.8671875,18990.435546875,18981.005859375,18981.150390625,18606000
2025-05-13 14:58:00+00:00,18984.466796875,18986.505859375,18980.953125,18982.291015625,21291000
2025-05-13 14:59:00+00:00,18985.919921875,18988.943359375,18984.337890625,18984.365234375,20136000
2025-05-13 15:00:00+00:00,18980.90625,18981.880859375,18977.267578125,18981.51953125,24918000
2025-05-13 15:01:00+00:00,18979.8671875,18982.724609375,18978.26171875,18981.796875,20606000
2025-05-13 15:02:00+00:00,18981.50390625,18982.49609375,18978.08984375,18982.33203125,19116000
2025-05-13 15:03:00+00:00,18977.578125,18981.576171875,18976.453125,18981.576171875,17135000
2025-05-13 15:04:00+00:00,18975.087890625,18979.490234375,18975.087890625,18977.3046875,19178000
2025-05-13 15:05:00+00:00,18962.5234375,18974.734375,18958.53125,18974.734375,20791000
2025-05-13 15:06:00+00:00,18967.265625,18967.265625,18961.9140625,18961.99609375,25811000
2025-05-13 15:09:00+00:00,18969.2734375,18970.625,18965.42578125,18965.42578125,56503000
2025-05-13 15:10:00+00:00,18974.9921875,18976.662109375,18971.55078125,18971.55078125,17466000
2025-05-13 15:11:00+00:00,18983.0703125,18983.0703125,18975.5,18976.69140625,17003000
2025-05-13 15:12:00+00:00,18986.541015625,18988.390625,18983.56640625,18984.2421875,18604000
2025-05-13 15:13:00+00:00,18984.443359375,18987.5,18983.896484375,18984.8125,18650000
2025-05-13 15:14:00+00:00,18975.912109375,18984.875,18975.912109375,18984.875,20003000
2025-05-13 15:15:00+00:00,18984.314453125,18984.794921875,18975.78125,18975.78125,17833000
2025-05-13 15:16:00+00:00,18985.349609375,18985.57421875,18983.984375,18984.927734375,17754000
2025-05-13 15:17:00+00:00,18984.5703125,18986.478515625,18982.462890625,18984.279296875,20708000
2025-05-13 15:18:00+00:00,18990.5234375,18990.54296875,18986.544921875,18986.544921875,16449000
2025-05-13 15:19:00+00:00,18997.140625,18997.140625,18989.396484375,18990.921875,17284000
2025-05-13 15:20:00+00:00,18990.27734375,18997.35546875,18988.966796875,18997.35546875,18711000
2025-05-13 15:21:00+00:00,18985.947265625,18994.5234375,18985.947265625,18993.546875,17034000
2025-05-13 15:22:00+00:00,18988.46875,18991.27734375,18984.982421875,18985.560546875,17978000
2025-05-13 15:23:00+00:00,18987.078125,18987.46875,18985.798828125,18987.46875,13631000
2025-05-13 15:24:00+00:00,18985.08984375,18989.48828125,18985.08984375,18988.857421875,15008000
2025-05-13 15:25:00+00:00,18998.759765625,18998.76953125,18987.0,18987.0,15195000
2025-05-13 15:26:00+00:00,19009.873046875,19010.109375,19004.66015625,19004.66015625,17291000
2025-05-13 15:27:00+00:00,19006.79296875,19011.46875,19006.79296875,19011.46875,14643000
2025-05-13 15:28:00+00:00,19009.13671875,19009.13671875,19004.71875,19006.578125,15215000
2025-05-13 15:29:00+00:00,19004.27734375,19011.16015625,19004.27734375,19011.16015625,13741000
2025-05-13 15:30:00+00:00,18999.494140625,19003.244140625,18997.123046875,19001.115234375,15763000
2025-05-13 15:31:00+00:00,19004.80859375,19004.80859375,19000.140625,19000.140625,16018000
2025-05-13 15:32:00+00:00,18998.052734375,19003.80078125,18997.814453125,19003.7578125,17611000
2025-05-13 15:33:00+00:00,19003.87890625,19004.078125,18999.662109375,18999.662109375,13311000
2025-05-13 15:34:00+00:00,19006.15234375,19008.779296875,19004.87109375,19004.87109375,13882000
2025-05-13 15:35:00+00:00,18998.27734375,19005.59765625,18998.26953125,19005.59765625,15753000
2025-05-13 15:36:00+00:00,19015.046875,19015.046875,18998.283203125,18998.283203125,13947000
2025-05-13 15:37:00+00:00,19006.44140625,19018.875,19000.8203125,19018.875,21781000
2025-05-13 15:38:00+00:00,19005.3203125,19011.123046875,19005.3203125,19008.623046875,15232000
2025-05-13 15:39:00+00:00,19011.9453125,19011.9453125,19006.40234375,19006.40234375,14116000
2025-05-13 15:40:00+00:00,19009.890625,19012.943359375,19008.955078125,19011.09375,15231000
2025-05-13 15:41:00+00:00,19007.755859375,19009.916015625,19004.4453125,19009.916015625,15089000
2025-05-13 15:42:00+00:00,19007.640625,19010.826171875,19003.978515625,19008.474609375,14256000
2025-05-13 15:43:00+00:00,19006.3671875,19009.34765625,19004.177734375,19008.892578125,11601000
2025-05-13 15:44:00+00:00,19009.685546875,19013.056640625,19006.703125,19007.099609375,12381000
2025-05-13 15:45:00+00:00,19009.255859375,19011.451171875,19005.568359375,19010.470703125,14009000
2025-05-13 15:46:00+00:00,19018.732421875,19020.55078125,19011.201171875,19011.201171875,15947000
2025-05-13 15:47:00+00:00,19016.5390625,19018.931640625,19015.841796875,19017.34375,16064000
2025-05-13 15:48:00+00:00,19012.712890625,19019.224609375,19011.02734375,19017.2734375,12474000
2025-05-13 15:49:00+00:00,19003.86328125,19011.37890625,19000.89453125,19011.37890625,14449000
2025-05-13 15:50:00+00:00,18996.078125,19002.86328125,18995.619140625,19002.86328125,14519000
2025-05-13 15:51:00+00:00,19000.330078125,19000.330078125,18993.74609375,18998.646484375,15219000
2025-05-13 15:52:00+00:00,18999.71875,19001.404296875,18997.77734375,18999.0,15916000
2025-05-13 15:53:00+00:00,19001.4609375,19001.572265625,18998.720703125,18999.02734375,17298000
2025-05-13 15:54:00+00:00,19001.45703125,19002.67578125,19000.931640625,19002.384765625,18039000
2025-05-13 15:55:00+00:00,19002.1875,19002.1875,18997.28125,19001.6328125,18211000
2025-05-13 15:56:00+00:00,19007.625,19007.625,19001.13671875,19001.13671875,19081000
2025-05-13 15:57:00+00:00,19010.826171875,19011.44140625,19008.962890625,19008.962890625,14461000
2025-05-13 15:58:00+00:00,19012.712890625,19012.712890625,19010.013671875,19010.41796875,16162000
2025-05-13 15:59:00+00:00,19006.70703125,19011.130859375,19006.564453125,19010.734375,13862000
2025-05-13 16:00:00+00:00,18995.015625,19006.65625,18995.015625,19006.65625,23356000
2025-05-13 16:01:00+00:00,18991.361328125,18996.771484375,18991.361328125,18994.732421875,10110000
2025-05-13 16:02:00+00:00,18989.017578125,18992.650390625,18983.828125,18990.564453125,22120000
2025-05-13 16:03:00+00:00,18982.556640625,18988.654296875,18982.556640625,18988.654296875,7677000
2025-05-13 16:04:00+00:00,18980.50390625,18983.873046875,18977.708984375,18982.4921875,13092000
2025-05-13 16:05:00+00:00,18980.158203125,18983.345703125,18976.548828125,18980.439453125,13156000
2025-05-13 16:06:00+00:00,18980.0390625,18984.451171875,18980.0390625,18981.66796875,14140000
2025-05-13 16:07:00+00:00,18982.064453125,18984.796875,18979.7265625,18980.017578125,17486000
2025-05-13 16:08:00+00:00,18983.7109375,18983.9765625,18979.146484375,18982.431640625,5468000
2025-05-13 16:09:00+00:00,18988.783203125,18989.357421875,18981.55859375,18983.265625,19076000
2025-05-13 16:10:00+00:00,18985.83984375,18986.95703125,18983.1796875,18986.95703125,6447000
2025-05-13 16:11:00+00:00,18985.578125,18985.578125,18979.33203125,18984.423828125,12638000
2025-05-13 16:12:00+00:00,18985.259765625,18986.072265625,18983.533203125,18985.806640625,11568000
2025-05-13 16:13:00+00:00,19002.728515625,19002.728515625,18986.12890625,18986.12890625,15977000
2025-05-13 16:14:00+00:00,19004.92578125,19005.341796875,19003.345703125,19003.953125,14402000
2025-05-13 16:15:00+00:00,19000.111328125,19004.58203125,18998.666015625,19004.58203125,12474000
2025-05-13 16:16:00+00:00,19000.697265625,19002.416015625,18996.66015625,19000.080078125,17214000
2025-05-13 16:17:00+00:00,18994.20703125,19002.294921875,18994.20703125,19001.166015625,5281000
2025-05-13 16:18:00+00:00,18994.03515625,18995.984375,18993.3125,18994.40234375,17625000
2025-05-13 16:19:00+00:00,18993.630859375,18996.6328125,18992.904296875,18995.4765625,6564000
2025-05-13 16:20:00+00:00,18996.765625,18996.765625,18989.220703125,18992.46484375,13613000
2025-05-13 16:21:00+00:00,18995.232421875,18997.29296875,18994.09765625,18997.29296875,12996000
2025-05-13 16:22:00+00:00,18999.51171875,19001.171875,18993.720703125,18995.515625,11981000
2025-05-13 16:23:00+00:00,19001.099609375,19003.064453125,18999.556640625,19000.7109375,10674000
2025-05-13 16:24:00+00:00,19003.142578125,19004.255859375,18999.4765625,19000.8828125,15872000
2025-05-13 16:25:00+00:00,19021.5078125,19021.5078125,19004.9140625,19004.9140625,8445000
2025-05-13 16:26:00+00:00,19019.6328125,19022.46484375,19017.1484375,19021.58984375,18001000
2025-05-13 16:27:00+00:00,19017.84375,19021.41796875,19015.548828125,19019.15625,5853000
2025-05-13 16:28:00+00:00,19024.720703125,19024.720703125,19018.484375,19018.484375,11085000
2025-05-13 16:29:00+00:00,19021.73046875,19024.83203125,19019.439453125,19024.4453125,11504000
2025-05-13 16:30:00+00:00,19018.49609375,19020.98828125,19016.83203125,19020.4375,11808000
2025-05-13 16:31:00+00:00,19022.234375,19023.330078125,19017.779296875,19017.779296875,16226000
2025-05-13 16:32:00+00:00,19019.078125,19023.525390625,19015.7265625,19022.982421875,5640000
2025-05-13 16:33:00+00:00,19015.423828125,19020.529296875,19015.146484375,19019.267578125,24348000
2025-05-13 16:34:00+00:00,19017.0703125,19017.0703125,19007.10546875,19015.220703125,7185000
2025-05-13 16:35:00+00:00,19029.455078125,19029.455078125,19016.67578125,19016.67578125,14299000
2025-05-13 16:36:00+00:00,19028.076171875,19029.755859375,19027.634765625,19029.30859375,18343000
2025-05-13 16:37:00+00:00,19029.71484375,19030.904296875,19027.474609375,19027.8046875,4687000
2025-05-13 16:38:00+00:00,19029.931640625,19030.345703125,19029.025390625,19029.599609375,8876000
2025-05-13 16:39:00+00:00,19036.380859375,19036.380859375,19029.90625,19029.90625,10120000
2025-05-13 16:40:00+00:00,19033.12890625,19037.427734375,19032.900390625,19036.30078125,20869000
2025-05-13 16:41:00+00:00,19033.662109375,19035.64453125,19031.94921875,19033.287109375,5539000
2025-05-13 16:42:00+00:00,19033.767578125,19035.671875,19033.005859375,19034.033203125,9215000
2025-05-13 16:43:00+00:00,19036.17578125,19036.17578125,19033.701171875,19034.552734375,10423000
2025-05-13 16:44:00+00:00,19036.94140625,19038.806640625,19036.3984375,19036.3984375,9903000
2025-05-13 16:45:00+00:00,19043.103515625,19043.103515625,19037.912109375,19037.912109375,11221000
2025-05-13 16:46:00+00:00,19040.583984375,19041.99609375,19040.228515625,19041.431640625,12784000
2025-05-13 16:47:00+00:00,19047.24609375,19047.24609375,19040.869140625,19040.869140625,11359000
2025-05-13 16:48:00+00:00,19040.830078125,19047.669921875,19040.138671875,19047.669921875,9115000
2025-05-13 16:49:00+00:00,19051.54296875,19051.603515625,19040.72265625,19040.72265625,10403000
2025-05-13 16:50:00+00:00,19048.63671875,19051.494140625,19046.072265625,19051.19140625,11603000
2025-05-13 16:51:00+00:00,19045.25,19048.4765625,19042.453125,19047.708984375,11838000
2025-05-13 16:52:00+00:00,19044.353515625,19046.853515625,19044.353515625,19045.16796875,10512000
2025-05-13 16:53:00+00:00,19045.712890625,19045.9140625,19042.865234375,19042.865234375,10801000
2025-05-13 16:54:00+00:00,19046.568359375,19047.58984375,19045.966796875,19046.2578125,17839000
2025-05-13 16:55:00+00:00,19046.861328125,19047.982421875,19046.724609375,19047.431640625,5054000
2025-05-13 16:56:00+00:00,19048.87890625,19051.607421875,19047.166015625,19047.166015625,11054000
2025-05-13 16:57:00+00:00,19044.91796875,19048.830078125,19044.91796875,19047.8671875,15726000
2025-05-13 16:58:00+00:00,19040.763671875,19042.9609375,19039.34765625,19042.9609375,5244000
2025-05-13 16:59:00+00:00,19035.984375,19039.26953125,19034.216796875,19039.26953125,16317000
2025-05-13 17:00:00+00:00,19033.033203125,19038.982421875,19032.8203125,19038.193359375,7132000
2025-05-13 17:01:00+00:00,19033.5859375,19035.443359375,19029.7265625,19032.9296875,10472000
2025-05-13 17:02:00+00:00,19034.310546875,19035.330078125,19031.21875,19033.271484375,9229000
2025-05-13 17:03:00+00:00,19032.39453125,19036.0390625,19032.39453125,19034.02734375,11461000
2025-05-13 17:04:00+00:00,19035.181640625,19037.724609375,19032.701171875,19032.701171875,10505000
2025-05-13 17:05:00+00:00,19033.650390625,19036.30078125,19033.498046875,19035.685546875,10624000
2025-05-13 17:06:00+00:00,19034.61328125,19034.61328125,19027.671875,19033.17578125,16729000
2025-05-13 17:07:00+00:00,19033.04296875,19034.146484375,19032.576171875,19034.146484375,4669000
2025-05-13 17:08:00+00:00,19030.583984375,19033.498046875,19030.390625,19032.564453125,13516000
2025-05-13 17:09:00+00:00,19034.595703125,19034.595703125,19030.89453125,19031.44140625,5381000
2025-05-13 17:10:00+00:00,19027.015625,19034.048828125,19027.015625,19034.048828125,10020000
2025-05-13 17:11:00+00:00,19029.404296875,19031.294921875,19025.767578125,19025.767578125,10155000
2025-05-13 17:12:00+00:00,19036.587890625,19036.587890625,19027.802734375,19027.802734375,8731000
2025-05-13 17:13:00+00:00,19028.806640625,19036.642578125,19028.806640625,19036.642578125,16472000
2025-05-13 17:14:00+00:00,19027.7734375,19028.123046875,19024.828125,19027.185546875,4811000
2025-05-13 17:15:00+00:00,19034.783203125,19034.783203125,19026.484375,19028.736328125,16163000
2025-05-13 17:16:00+00:00,19033.482421875,19034.06640625,19032.02734375,19033.43359375,4774000
2025-05-13 17:17:00+00:00,19040.828125,19040.962890625,19033.8046875,19034.1015625,10866000
2025-05-13 17:18:00+00:00,19043.193359375,19044.322265625,19040.818359375,19040.818359375,9717000
2025-05-13 17:19:00+00:00,19038.787109375,19044.623046875,19038.755859375,19043.541015625,12315000
2025-05-13 17:20:00+00:00,19032.759765625,19038.7265625,19032.193359375,19038.7265625,16296000
2025-05-13 17:21:00+00:00,19029.537109375,19034.203125,19029.005859375,19032.072265625,4850000
2025-05-13 17:22:00+00:00,19032.98046875,19032.98046875,19028.67578125,19029.55859375,15797000
2025-05-13 17:23:00+00:00,19033.216796875,19034.884765625,19032.859375,19032.859375,5151000
2025-05-13 17:24:00+00:00,19034.82421875,19037.166015625,19033.212890625,19033.916015625,14335000
2025-05-13 17:25:00+00:00,19032.416015625,19035.05859375,19029.99609375,19034.779296875,10241000
2025-05-13 17:26:00+00:00,19029.873046875,19031.8046875,19028.48828125,19031.8046875,8788000
2025-05-13 17:27:00+00:00,19034.3359375,19035.087890625,19029.298828125,19030.330078125,10272000
2025-05-13 17:28:00+00:00,19030.203125,19034.056640625,19030.203125,19033.861328125,9426000
2025-05-13 17:29:00+00:00,19033.591796875,19034.037109375,19031.890625,19033.0078125,14524000
2025-05-13 17:30:00+00:00,19038.37109375,19039.115234375,19033.7578125,19033.76171875,4895000
2025-05-13 17:31:00+00:00,19046.154296875,19046.154296875,19038.869140625,19038.869140625,10507000
2025-05-13 17:32:00+00:00,19054.794921875,19055.24609375,19046.95703125,19046.95703125,19277000
2025-05-13 17:33:00+00:00,19057.36328125,19058.830078125,19053.73046875,19053.99609375,5204000
2025-05-13 17:34:00+00:00,19055.064453125,19058.033203125,19054.025390625,19057.63671875,11784000
2025-05-13 17:35:00+00:00,19055.16796875,19056.765625,19053.830078125,19055.2109375,11059000
2025-05-13 17:36:00+00:00,19060.66796875,19061.03515625,19056.181640625,19056.181640625,18082000
2025-05-13 17:37:00+00:00,19055.744140625,19061.693359375,19055.744140625,19061.662109375,4473000
2025-05-13 17:38:00+00:00,19055.1953125,19057.62109375,19054.498046875,19056.71484375,15089000
2025-05-13 17:39:00+00:00,19054.2109375,19055.533203125,19052.357421875,19055.533203125,5322000
2025-05-13 17:40:00+00:00,19057.78515625,19059.83984375,19054.291015625,19054.291015625,10362000
2025-05-13 17:41:00+00:00,19055.142578125,19057.740234375,19054.69140625,19057.740234375,11954000
2025-05-13 17:42:00+00:00,19051.1796875,19054.849609375,19051.1796875,19054.849609375,10612000
2025-05-13 17:43:00+00:00,19045.595703125,19052.0,19042.884765625,19050.833984375,19024000
2025-05-13 17:44:00+00:00,19046.31640625,19050.041015625,19044.798828125,19045.375,4973000
2025-05-13 17:45:00+00:00,19050.005859375,19051.462890625,19044.298828125,19045.943359375,15797000
2025-05-13 17:46:00+00:00,19051.736328125,19053.34765625,19048.916015625,19049.419921875,5242000
2025-05-13 17:47:00+00:00,19056.13671875,19056.259765625,19050.001953125,19051.435546875,11879000
2025-05-13 17:48:00+00:00,19057.65234375,19057.6875,19055.52734375,19056.208984375,11256000
2025-05-13 17:49:00+00:00,19058.001953125,19058.271484375,19054.6953125,19057.361328125,11740000
2025-05-13 17:50:00+00:00,19061.1640625,19062.234375,19057.033203125,19058.142578125,11210000
2025-05-13 17:51:00+00:00,19055.294921875,19062.033203125,19055.2578125,19060.77734375,11316000
2025-05-13 17:52:00+00:00,19045.30078125,19055.380859375,19045.30078125,19055.380859375,16851000
2025-05-13 17:53:00+00:00,19042.7265625,19042.951171875,19039.95703125,19042.951171875,5867000
2025-05-13 17:54:00+00:00,19034.0546875,19042.19921875,19034.0546875,19042.19921875,15112000
2025-05-13 17:55:00+00:00,19036.234375,19039.654296875,19033.048828125,19033.546875,5677000
2025-05-13 17:56:00+00:00,19024.796875,19035.291015625,19022.490234375,19035.291015625,11790000
2025-05-13 17:57:00+00:00,19024.890625,19029.37109375,19023.333984375,19024.34765625,11673000
2025-05-13 17:58:00+00:00,19025.537109375,19028.248046875,19024.5234375,19024.5234375,11039000
2025-05-13 17:59:00+00:00,19019.759765625,19025.701171875,19019.759765625,19024.388671875,17539000
2025-05-13 18:00:00+00:00,19009.626953125,19023.98046875,19009.626953125,19023.98046875,5692000
2025-05-13 18:01:00+00:00,19002.78515625,19011.060546875,19002.59765625,19011.060546875,20215000
2025-05-13 18:02:00+00:00,19010.94921875,19010.94921875,19001.345703125,19001.345703125,7329000
2025-05-13 18:03:00+00:00,19011.484375,19012.640625,19009.0625,19010.9609375,11420000
2025-05-13 18:04:00+00:00,19018.306640625,19018.68359375,19011.837890625,19011.837890625,14672000
2025-05-13 18:05:00+00:00,19025.9375,19025.9375,19018.658203125,19018.658203125,5256000
2025-05-13 18:06:00+00:00,19029.091796875,19029.091796875,19023.501953125,19023.501953125,10564000
2025-05-13 18:07:00+00:00,19022.998046875,19028.515625,19021.5546875,19028.515625,14539000
2025-05-13 18:08:00+00:00,19014.306640625,19021.486328125,19014.224609375,19021.486328125,5473000
2025-05-13 18:09:00+00:00,19012.912109375,19018.107421875,19012.74609375,19013.775390625,13705000
2025-05-13 18:10:00+00:00,19022.33984375,19023.3828125,19012.59765625,19012.59765625,5451000
2025-05-13 18:11:00+00:00,19023.6796875,19023.6796875,19019.478515625,19021.939453125,11194000
2025-05-13 18:12:00+00:00,19026.203125,19026.203125,19019.001953125,19023.455078125,8755000
2025-05-13 18:13:00+00:00,19023.458984375,19026.037109375,19021.26171875,19026.037109375,9284000
2025-05-13 18:14:00+00:00,19027.423828125,19028.326171875,19024.763671875,19024.763671875,15652000
2025-05-13 18:15:00+00:00,19024.1484375,19030.197265625,19024.1484375,19027.65625,5156000
2025-05-13 18:16:00+00:00,19021.076171875,19026.34765625,19020.82421875,19024.26953125,17079000
2025-05-13 18:17:00+00:00,19019.576171875,19022.08984375,19017.41015625,19021.119140625,4827000
2025-05-13 18:18:00+00:00,19026.015625,19026.015625,19016.201171875,19019.494140625,10814000
2025-05-13 18:19:00+00:00,19029.517578125,19032.490234375,19028.001953125,19028.212890625,9757000
